2022-03-19 16:46:17, 101, 999.6825981028315, 199, -0.00030390128493309023, 107.04226168060303
2022-03-19 16:46:24, 108, 999.8711403452693, 201, -0.00029261590540409087, 78.69286472702026
2022-03-19 16:46:25, 109, 999.8846071897019, 195, -0.00020983866415917872, 158.41861111450194
2022-03-19 16:49:07, 271, 1000.1467084170749, 225, -0.0003170403242111206, 5263.96160792923
2022-03-19 16:49:22, 288, 1000.3188780331525, 218, -0.00020782534033060075, 158.9125492620468
2022-03-19 16:49:59, 323, 1000.3781596735248, 231, -0.0004217504262924194, 52.334747955322264
2022-03-19 16:50:00, 324, 1000.5469470248896, 238, -5.592876672744751e-05, 14.331454837799072
2022-03-19 16:50:01, 325, 1000.6549774702435, 232, -0.0003747592270374298, 32.71596046447754
2022-03-19 16:50:03, 326, 1000.7766198031096, 238, 5.185270309448242e-05, 31.18154858016968
2022-03-19 16:50:04, 327, 1000.8622477618138, 223, -0.00014243242889642714, 40.3196579170227
2022-03-19 16:55:33, 673, 1000.9684743009643, 230, -0.00040388987958431244, 9.753835403442382
2022-03-19 16:55:34, 674, 1001.1580476955704, 255, -0.00018172121047973632, 4.2140916786193845
2022-03-19 16:55:51, 694, 1001.3855429190563, 238, -0.000301615446805954, 185.0087230834961
2022-03-19 16:56:01, 705, 1001.425418889451, 236, -0.0002418985068798065, 80.98614782714844
2022-03-19 16:56:03, 707, 1001.5532678135116, 240, -0.00025094294548034667, 183.63822108459473
2022-03-19 16:56:04, 708, 1001.5990505245765, 238, -0.0002430492788553238, 6.829856090545654
2022-03-19 16:58:19, 853, 1001.6100133529366, 223, -0.0002880257666110992, 237.8334276161194
2022-03-19 16:58:56, 889, 1001.6112633134239, 234, -0.0003047506138682365, 12.326657482147217
2022-03-19 16:59:19, 908, 1001.647264191974, 241, -0.00032004010677337644, 280.95787410736085
2022-03-19 16:59:21, 909, 1001.7162144266351, 242, -0.000634371280670166, 575.3015799331665
2022-03-19 16:59:23, 911, 1002.0393703579189, 233, -0.0003148585259914398, 56.11310497665405
2022-03-19 16:59:27, 914, 1002.0461221731642, 220, -0.00030358174443244937, 58439.780733601096
2022-03-19 16:59:33, 919, 1002.0557371263491, 231, -0.00028165165334939954, 182.72476559829713
2022-03-19 17:11:48, 1540, 1002.1541474180445, 187, -0.0003509560227394104, 3.919474433898926
2022-03-19 17:13:01, 1614, 1002.2355256837211, 164, -0.00037397664785385133, 19.22567403411865
2022-03-19 17:13:05, 1618, 1002.3035958094042, 183, -0.00036068085581064224, 6.0506753120422365
2022-03-19 17:13:08, 1620, 1002.3857099616746, 187, -0.00036328566074371335, 14.199911918640137
2022-03-19 17:13:32, 1643, 1002.7535521801574, 174, -0.0003609578013420105, 19.33256195831299
2022-03-19 17:13:33, 1644, 1003.0479310212947, 192, -0.00035878267884254455, 1991.1870233078002
2022-03-19 17:13:34, 1645, 1003.1230626594304, 193, -0.0003589428961277008, 6967.836023193359
2022-03-19 17:13:36, 1646, 1003.2187039562124, 175, -0.0003609906435012817, 7708.202690429687
2022-03-19 17:13:37, 1647, 1003.7626944404338, 178, -0.0003600923120975494, 129.40920314407347
2022-03-19 17:13:55, 1665, 1003.8514093727863, 174, -0.0003603883981704712, 43.92714739227295
2022-03-19 17:14:35, 1701, 1004.1793895515225, 188, -0.00035670945048332217, 21.41658349609375
2022-03-19 17:14:36, 1702, 1004.6223373356995, 168, -0.0003605213165283203, 21.108857376098634
2022-03-19 17:15:12, 1739, 1004.7406643328667, 175, -0.0003625603914260864, 53.846647872924805
